test_case_id,human_model,case_type,human_overall,ai_overall,verdict,reason
m054-NEG-01,Fermi Estimation in Market Sizing,NEG,3.0,4.9,ai,"vs baseline (v5 AI won 4.8/3.0): the pure style validated its registry weakness — an invented 10% penetration became crisp 'TAM ≈ $4.5B', which then set the revenue target and the Series A narrative. The v6 routed run keeps the v5 AI's range-only answer (p = 2-30% -> $0.9B-$13.5B, 15x span) and adds first-class passes that harden it: the m019 adversary gate (R3, adversarial) quantifies the exploit vectors of a point figure (target mis-setting ~3x hiring, narrative anchoring), m044 maps each stakeholder's exposure to false precision, m070 weights the evidence toward the only supported end (today run-rate $1-3B), and the 0.07% required-penetration inversion shows the go/no-go is capacity-governed. Residual gap: dual-route + m019 gate cost a pass vs the v5 single route (efficiency 5 -> 4.5), and the range's midpoint remains quotable if the memo's lead (inversion first) is skipped."
m054-POS-01,Fermi Estimation in Market Sizing,POS,4.6,4.7,ai,"vs baseline (v5 human won 4.6/4.4): the routed run now installs the human's decisive first-pass moves as WHY-stage contract items — animals-not-households revenue unit, penetration anchored to the published 5-6% base rate with the UK/Sweden lag-vs-ceiling bound, two independent cross-checks (~10% agreement) — so the v5 AI's only flaw (a guessed 20% 'software-like' penetration candidate it had to screen out in HOW) is class-gated before arithmetic; the closed-scope fast path recovers the efficiency gap (v5 AI 4 → 4.5) and the m011 growth-loop + dominant-factor sensitivity statements add depth. Residual gap: the human's five-line trace is still leaner and its insight phrasing ('insure the animal, not the household') is cleaner than the AI's machinery-mediated equivalent."
m055-NEG-01,Causal Reasoning in Economics,NEG,4.9,5.0,ai,"vs baseline: the baseline completed the identification audit (cross-section dead on selection, time series dead on no-counterfactual, RDD dead on manipulation, no IV, no baseline) and refused the causal claim everywhere, then separated the decision and made it fund the missing identification (staggered adoption, pre-registered outcomes, pre-set effect-size bar, 24-month revisit). The non-routed v5 AI ran the same audit but leaked the confounded +5.3 pp into the renewal justification as a 'modest positive signal' and conditioned renewal on a generic monitoring mandate (3.9 vs 4.9). The routed pass makes the quarantine structural (m019 adversary pass enumerates the leakage vector with its exposure; P1 provenance flags who benefits from the number; a leakage check scans the justification), rejects the conditional branch as monitoring theater via divergence resolution + P3 branch-completeness (a monitoring mandate with no comparison structure never identifies the effect), and delivers the baseline's signature move — the decision funds the identification design — as the m024/m018/m007 pass ensemble rather than an emergent REVIEW-stage insight; the m007 ruin screen adds the one-shot school-year window and the floor argument (food-security goal met with certainty)."
m055-POS-01,Causal Reasoning in Economics,POS,4.9,5.0,ai,"vs baseline: the baseline's threat-class confounder audit (time-invariant -> absorbed; common time shocks -> absorbed; time-varying x region-specific -> SURVIVES) ran before any estimator, so the Region-A-only retraining program forced window restriction on the first pass; the non-routed v5 AI ran estimators first, passed a parallel-trends placebo on the full-window DiD, and recovered the confounder only via a verification round-trip (4.1 vs 4.9). The routed pass installs the audit as the m055 identification-first contract (natural experiment named, confounder audit, 'what survives the strategy' stated, estimator-vs-structure ordering, do-vs-see), so the restricted estimate (+0.7 pp; naive +4.3 pp, cross-section +1.8 pp, full-window +1.7 pp all rejected before any estimate is presented) is produced first-pass; the m044 dual-route additionally named the press trap and the co-claimant problem (the retraining agency owns the same +1.7 pp), and the packet now states the identification ceiling (post-2023 windows can never separate subsidy from retraining)."
m056-NEG-01,Design Thinking for Consumer Products,NEG,3.0,4.9,ai,"vs baseline: the pure style failed by design — user words as requirements, physics never entered the loop, and the verbatim quote ('it cools down while I pour') was re-transcribed into the wrong 'hotter' frame. The dual-route (m094 critical reading + m033 controlled experiment design, m100 falsification frame, tempo mode for the deadline) made the reframe structural: the 73% claim interrogated as a survey artifact, the verbatim quote decoded at the measurable-variable level (decay, not max temperature), the 'hotter' spec falsified as untestable with this hardware (100 °C ceiling, 15 A breaker), and the final cycle pre-registered as an experiment (intervention, control, blinding, exact thermocouple outcome ±1.5 °C) with the element-upgrade branch priced and rejected."
m056-POS-01,Design Thinking for Consumer Products,POS,4.4,4.8,ai,"vs baseline: the human reads the O6 hedge ('good knife but I'm careful') as the decisive fear cue and lets O1 falsify the survey's 'sharper' claim directly, all in one empathic pass; the v5 AI reached the same P2 decision but parked O1's edge-geometry implication as a secondary check and leaked survey weights into its criteria. The routed run (m070 evidence-weighted SWOT first-class + m003 inversion gate + m019 red-team check + insight pass) graded the survey as weak proxy evidence before any criteria were set, promoted O1 to a first-class failure category with an instrumented re-sharpen co-measurement, and reached the same decision plus comparable reframes (I1: 'sharper' and 'dull by week 2-3' are the same complaint in two languages; I2: the redesign risk is the handle). The residual gap is only the human's single-pass empathic synthesis."
m057-NEG-01,Red Teaming in Cybersecurity (Threat Modeling),NEG,3.0,4.9,ai,"vs the human baseline: the pure style fell into its registered trap pair (attacker-obsession + false confidence in controls), invented new attack paths beyond the closed assessment, dismissed insurance as non-prevention, and prescribed option (a) — €900k + guaranteed €150k/mo penalty, the only guaranteed-loss option. The v6 route excluded m057 from the top-3 on decide/adversarial/deadline signatures (trap-avoidance) and ran m019+m023 as first-class passes with the m003 gate and tempo mode: the residual was quantified (€50–150k/yr EV vs 6–18× EV for (a)), the breach branch was priced before selection (P3), and escalation triggers were named as falsifiable checkpoints — the v5 AI win is now a repeatable route rather than a one-off."
m057-POS-01,Red Teaming in Cybersecurity (Threat Modeling),POS,4.6,4.8,ai,"vs the human baseline: the baseline's winning moves (first-sight read of the export endpoint's presence-only lock, 'one leaked key opens every door') were one-pass by instinct; the v5 non-routed AI lost that pass and had to re-rank the export endpoint after an evidence walk. The v6 routed run makes the attacker-first ordering structurally forced by the m057 completion contract (assets/attack-surfaces/controls + exploitability realism + control prioritization), so the zero-privilege read and the secret-first fix order are produced before any ranking, and the m070 evidence-weighting pass plus the m003/m019 gates add ranked failure categories and a baseline-risk comparison (delta vs proper authN/authZ) the baseline only implied."
m058-NEG-01,Real Options in R&D Investment,NEG,2.6,4.8,ai,"vs baseline: the pure style priced a phantom option — staged EV $58.5M on fabricated 75%/80% (no base rates on a novel node), timeline compressed 25→18 months via a qualification overlap the design-freeze requirement forbids, and no audit of readout decision-relevance or of the exercise alternative (abandonment = company failure). The routed run reproduced the correct decision as completed contracts: m011's chain-sum calendar check before any EV, m006 provenance audit (posterior ≈ prior), the three-pre-conditions audit (time/information/exit), and m007's certain-ruin floor; the router's refusal to route the option style on a one_shot signature is itself the protective move."
m058-POS-01,Real Options in R&D Investment,POS,4.6,4.8,ai,"vs baseline: the baseline executed the style's signature moves (payoff-mix kill floor, dominant-failure-mode gate design, quasi-option read on C, triggered redeployment) perfectly; the non-routed v5 AI reached them only partially at REVIEW (blanket 15% floor, generic milestones, no quasi-option, descriptive redeployment). The routed m058 pass made all four first-class completed outputs, and the m007 ruin screen added worst-case survivability (max €7M Stage-1 loss vs €80M all-in commitment) and threshold stability the baseline left implicit."
m059-NEG-01,Scenario Planning in Geopolitics,NEG,2.4,4.9,ai,"vs baseline: the baseline executed the registry weakness - planning theater - at full fidelity: four elaborate futures with forces and signposts, the decision scheduled to the workshop calendar, the July 15 offer expired, 30% worse terms signed on August 28, and a monitoring framework gating nothing (2.4). The v6 route kept the trap style OUT of the top-3 and ran m089 optionality (sign-now keeps every real door open; delay closes the offer door permanently) + m020 pre-mortem + m023 opportunity cost with MANDATORY m003 inversion (7 ranked failure categories, un-mitigable residual, never/always reframing) and m007 ruin screen (one-shot: the expiry cannot be re-rolled; not-signing carries a certain 30% premium plus the uncovered-mandate tail; the contract IS the floor/Kelly bet) - the decision-sensitivity probe, tempo commit and closed-scope fast path compressed the loop to a 48-hour sign (4.9). The v5 AI reached the same verdict through framing alone (4.5); the v6 gates make it contract-forced."
m059-POS-01,Scenario Planning in Geopolitics,POS,4.6,4.8,ai,"vs baseline: the baseline built the future set first-pass from two axes ranked by impact x uncertainty, discarded the implausible (conflict x open) quadrant, and operationalized every signpost (metric+threshold+cadence) in a lean trace (4.6); the non-routed v5 AI converged on the same 40/30/30 barbell and trigger table but recovered the off-axis F4 and the quadrant discard only inside its verification pass and left signposts without owners (4.3). The v6 routed dual pass (m059 scenario contract: 3-4 divergent futures each changing a decision-relevant quantity, signposts with metric+threshold+cadence+owner, robustness-across-futures decision, no single-prediction claim + m044 stakeholder pass) produced the architecture first-pass, attached owners to every signpost and trigger, and read the customers' dual-sourcing demands as early F2 signposts - evidence, not constraints (4.8). Residual baseline edge: trace leanness (efficiency 5 vs 4.5)."
m060-NEG-01,Base Rate Avoidance in Hiring,NEG,2.6,4.8,ai,"vs baseline: the pure-style human baseline applied the composite mechanically (67.2 < 75 -> reject) and treated the candidate's verified, public, job-identical artifact — the open-source library Meridian's own production pipeline runs on, with 8 years of commit history including fixes to three Meridian-filed bugs — as 'narrative noise the base-rate filter exists to block' (2.6/5). The routed run holds and hardens the protective win (4.6 -> 4.8): the trap style is excluded at META (m060 out of top-3), the decision runs as a dual-route m018 steelman + m019 adversary on the deviation with m003/m007 gates — the deviation survives its own strongest rebuilt case (precedent erosion answered by an evidence-quality gate applied BEFORE the cutoff, < 5% bounded deviation class), the ruin screen prices both branches (90-day-review floor, no one-shot ruin), and the ceiling fallacy ('a rule that starves its own decisive evidence is a ceiling pretending to be a prior') is named as the failure the case was built to expose."
m060-POS-01,Base Rate Avoidance in Hiring,POS,4.4,4.7,ai,"vs baseline: the v5 non-routed AI reached the same validity-weighted design (work sample 50% / structured 30% / references+experience as screens / unstructured 0%, threshold >= 70) but lost on efficiency and insight (4.1 vs 4.4) because it re-derived the base-rate ordering inside WHY instead of taking the org's supplied validity table as the ordering authority, and never stated the signature framings ('references and experience are screens, not drivers'; the interview illusion as the design target). The routed run installs the table-first move as the m060 first-class pass contract + P10 given-data-first + P8 closed-scope fast path (no re-derivation, stages compressed), adds the m018 steelman of the old process (the 'interviewer sees things numbers can't' defense dismantled by r = 0.21) and the m015 emergence scan (45% turnover as an emergent property of personality-weighted hiring at volume), and the insight pass ('the budget cap is the cheapest insurance'; 'the room lies') — every rubric point now matched, same decision, first-pass anchoring."
m061-NEG-01,Opportunity Cost in Personal Finance,NEG,2.9,4.9,ai,"vs baseline: the human baseline misapplied the 7%/25-yr market rate to a necessity whose funds would sit at 0.4% idle in an earmarked reserve (phantom $35,300 'foregone') and chose repair; the non-routed v5 AI escaped via a one-off frame check in WHY. The routed run made the escape structural: the m070 evidence-weighted gate rejected the 7% 'alternative' (no brokerage, no contribution plan, no planned investment — an item with no counterparty fails the evidence gate), the m088 pre-commitment pass priced the 0% financing as lender-priced risk and bound the reserve to its purpose, the m018 steel-man defeated the strongest repair case, and P3 priced every branch including the repair best case. Decision matches the rubric: replace now, cash ($6,200 after the $300 discount); payback vs repair 3.9-5.2 yrs; 0%/12-mo as a bounded fallback. Residual shared gap: the 55-65% failure odds and $850-950 fuel savings are sourced estimates, not measured frequencies — banded, not exact."
m061-POS-01,Opportunity Cost in Personal Finance,POS,4.6,4.9,ai,"vs baseline: the human baseline re-priced the purchase in compounding units in one pass ($8,000 x 1.07^35 = 85,400 -> ~$3,400/yr for life at the 4% rule; the $1,500 sound subset -> ~$16,000, ~$640/yr), named the break-even, and won v5 on efficiency (5 vs 3) and insight (5 vs 3); the non-routed v5 AI computed the same math but re-derived discounting in WHY with extra scaffolding. The routed run moved the reframe into HOW as first-class passes (m028 framing-break + m039 barbell: 'the price is a $280/month subscription for life', every subset is its own compounding decision), compressed the stages via the P8 closed-scope fast path, and added what the human lacked: rate-band invariance (5-9% real -> $44k-$165k, decision invariant), >=6 ranked failure categories (m003, incl. lifestyle creep via the 'one-time' frame), the m007 ruin/floor screen (consuming the compounding base is the floor event; index floor dominates at every rate in the band), and the miserliness guard (utility priced, not dismissed). Residual shared gap: her true marginal utility of the trim is unmeasurable — it must be priced by her, but the price is now named."
m062-NEG-01,Temporal Thinking in Climate Policy,NEG,2.3,5.0,ai,"vs baseline: the pure style failed by design — sign-invariant NPVs (+960M/+835M/+694M/+488M) computed then ignored, the unresolved 1.4%-vs-5.5% rate declared a binding gate, and the 1-in-1000 hospital-overwhelm tail declared decisive ('false security is worse than vulnerability'), producing a defer-and-monitor verdict. The v5 AI already won on the horizon-disjointness check; the routed v6 run hardens the win structurally: m001 rebuilt the decision from fundamentals (dominance, complementarity/real-option, flow-completion by ~2045, this-cycle-only budget), m018 steelmanned the 'false security' objection in its strongest form and answered it (messaging vs measured value; the measure as pre-commitment to the barrier), m019 priced the half-benefit and moral-hazard exposures, and the m003 inversion gate ranked 'long-horizon question gates near-term decision' as the #1 failure category — the two registered trap arguments are destroyed by horizon placement, not by authority."
m062-POS-01,Temporal Thinking in Climate Policy,POS,4.4,4.9,ai,"vs baseline: the human opens with the horizon split and the irreversibility floor as first-class moves ('a stock that never comes back', 'three dates are three different cities') and never re-derives them; the v5 AI reached the same decision (A, +20.1B) and numbers but burned a WHY-stage hypothesis re-deriving that the rate war cannot happen (Efficiency 3 vs 5) and produced the irreversibility rule more mechanically (Insight 3 vs 4). The routed v6 run closes all three gaps: the m062 contract makes the 2030/2050/2100 split + dual-rate schedule (3% ordinary / 1.5% irreversibility floor) + breakeven sensitivity the first-class opening, the m050 safety-inversion pass prices the barrier's own failure modes (breach crest, deferred $900M reinforcement, financing spread, wetland valuation), the m007 ruin screen frames C as the ruin path and overdesign as cheap tail insurance, and the insight pass reproduces the human's signature reframe (I1: three different cities; I2: the rate debate is arithmetic theater)."
m063-NEG-01,Multi-Perspective in Legal Reasoning,NEG,2.7,5.0,ai,"vs baseline: the human baseline fell into the registry's documented weakness - adversarial cynicism - advising acceptance of the 55% offer on power-imbalance grounds, never opening the 15-day objection clause, the 14 months of commercial use, or the SBPPA. The non-routed v5 AI won by legal-mechanism-first, effectively sidestepping the style; the routed run wins WHILE running the perspective family: the m019 pass attacked the attrition playbook itself (third-demand delay, discovery stalling, 48-hour tempo) and found the fee-shifting counter, the m021 dual pass inverted the tempo weapon (statutory demand as counter-deadline on a paper-only SJ record), and the m003 inversion gate ranked 'accept the 55% discount' as failure category #1 (near-certain x severe) before DO - the weakness is gate-checked, not avoided. Residual gap: the founder's cash runway during pendency is mitigated, not eliminated."
m063-POS-01,Multi-Perspective in Legal Reasoning,POS,4.6,4.8,ai,"vs baseline: the human baseline owned the full four-actor map first pass and the signature line 'the cap sets the floor, not the price', while the non-routed v5 AI lost 4.6-4.2 by reaching Heron's misaligned incentives late (REVIEW records the underweight) and anchoring the price to doctrine first. The routed run's m063 completion contract (each party + decision-maker: interests, constraints, precedents, likely ruling; leverage found; adversarial-cynicism guard) made the map a first-class HOW output: Heron's cap-vs-spillover misalignment and the covenant/precedent-driven price land first pass; the m007 ruin screen priced the one-shot covenant exposure and the cap as floor (log-utility: survival dominates trial EV), and the m019 adversary gate quantified per-vector exposure (launch-delay padding, precedent-spillover attack on 3 claims, Heron verdict preference, mediation stall) with baseline-risk comparison (doctrine-only $1.2-1.5M vs leverage price $1.7-2.1M). Residual shared gap: Heron's true appetite at the mediation table is not verifiable from stipulations."
m064-NEG-01,Ethical Frameworks in AI Deployment,NEG,3.3,4.8,ai,"vs baseline: the pure style performed framework shopping exactly as registered — consequentialist, deontological, virtue, and rights analyses converged on 'certify with mitigations,' laundering a decision made before the review existed (minutes predate the ERB, sales-drafted scope, no veto, coerced 7-day timeline, CEO email admitting the letter is for the milestone). The non-routed v5 AI already refused via a META suspicion pass, but that protection depended on the general loop's framing luck. The v6 routed run guarantees the protection structurally: the NEG signature (no goal match) scores m064 below the top-3, so no lens-review module runs — the router returned m021/m035/m094, confident=no → dual-route, and the m021 orient-step (decision pre-made, no authority), m035 robustness check (would the certification survive a second look — no), m094 critical reading (charter exclusions, CEO email), and the m007 ruin screen (one-shot irreversible letter) install the authority audit as the pass structure."
m064-POS-01,Ethical Frameworks in AI Deployment,POS,4.4,4.8,ai,"vs baseline: the human anchored the ethical substance first — fairness as a claim on the ≈260k affected users (13.9%/11.2% vs 6.8%), dual-use as an identity question (appeal drafting is the mirror of denial drafting), resolved by a severity × population ordering with a maxi-min floor and precautionary gating. The non-routed v5 AI recovered the same staged-launch answer with a sharper procedure but instrumentalized both lenses into risk items and derived the affected-groups framing late (WHY/REVIEW), losing on depth and insight. The v6 routed run made m064 first-class with its completion contract (lenses applied with conflicts stated as trade-offs, resolution by ordering not framework pick, alignment and human-control checks) and added the R3 gates (m007 ruin screen, m019 adversary pass) plus a pre-committed mechanical verification (kill-switch threshold, CCO owner, public reporting); the adversary pass surfaced that the repurposing path is already half-built (pipeline + eval harness shared with Sentinel under NDA)."
m065-NEG-01,Margin of Safety in Engineering Design,NEG,3.0,5.0,ai,"vs baseline: the pure style applied the blanket stack (worst x 3, generic 0.85 knockdown -> 95 g strut + 18 g mount) to a data-rich benign-failure case, converting measured certainty into 48 g of dead weight that blocks the 140 g pod (-$4,500/yr) and costs 2.3% flight energy (~8.5 min/day airtime); the routed run's discriminating test on the record (P(load > 93 N) < 1e-9), evidence-weighted SWOT (over-design as the highest-evidence threat, pod as the highest-evidence opportunity), and m098 pre-registration (falsification contract) hold the win with the economic framing as a first-class output."
m065-POS-01,Margin of Safety in Engineering Design,POS,4.7,4.9,ai,"vs baseline: the baseline executed the full derating stack in one disciplined first pass and made the end-of-life event the acceptance test (load 1,191 N; A MS -0.10 fail; B MS +0.35 pass); the routed run now matches that discipline first-class (m065 derating in synthesis context) and adds an 8-category inversion gate with un-mitigable residual, a ruin screen with probability provenance (one-shot class: a plaza drop is not amortized over flights), and a steelman pass showing the junior FS-5 draft gates on a different event (static/nominal vs end-of-life/minimum) - closing v5's gaps (efficiency: D-branch exploration; depth: sensitivity ranking only at REVIEW) at zero cost via the P8 closed-scope fast path."
m066-NEG-01,Strong Inference (Platt),NEG,2.6,4.8,ai,"vs baseline: the pure baseline's informative failure — it designed the discriminating bundle, mapped latencies, then withheld antibiotics for the 30-min CT 'fast gate' even though the CT cannot classify the source in early sepsis (small collections missed), priced the 7-8%/h antibiotic-delay mortality nowhere, and de-framed the one-time-only pre-abx culture timing as 'confirmatory' (overall 2.6); the routed dual-route run (m001 fundamentals + m018 steel-manning + m019 adversary with m003 inversion gate, tempo commit at DO) makes experiment-latency-vs-decision-horizon the binding constraint, steel-mans and structurally defeats the 'hold', prices failure vectors with baseline-risk comparison (delay 7-8%/h vs overtreatment ~1-3%), and re-frames the empiric bundle + pre-abx cultures as the discriminating experiment run in parallel — action IS the experiment; the v5 AI's already-correct plan (4.5) also gains efficiency 3.0 -> 5.0 via tempo commit, overall 4.8."
m066-POS-01,Strong Inference (Platt),POS,4.6,4.9,ai,"vs baseline: the pure baseline's winning moves — hold >= 4 hypotheses, spot the week-37 collinearity (zero-overlap -> retrospective regression is structurally powerless), manufacture the missing cells (2x2 factorial, 30/arm, lot-blocked), map every outcome to elimination, name both traps (single-hypothesis fixation on the visible supplier change; uncontrolled whole-population rollback) — are now mandatory completion-contract outputs of the routed first-class pass, produced up front in HOW instead of recovered via search; the v5 non-routed AI reached the identical design but only after exploring and rejecting the retrospective/rollback/lab alternatives (efficiency 3.0) and drew the interaction consequence late (depth 4.0), losing 4.2 vs 4.6; the routed run scores the pass's depth/efficiency gains, adds an m003 inversion gate (8 ranked failure categories for the decision protocol, un-mitigable residual, never/always reframing) and a tempo-bound 2-week interim read under the 6-week deadline, and wins narrowly (4.9 vs 4.6)."
m067-NEG-01,Thought Experiment (Gedankenexperiment),NEG,3.4,4.9,ai,"vs baseline: the pure baseline's informative failure — textbook idealized derivation (p ~= 1/N ~= 1e-7, EV(vote) = p*b - c ~= -$10, turnout ~= 0, 'democracy is irrational and collapses') with zero empirical check (idealization drift, no empirical check; overall 3.4); the routed protective run (m014 bottleneck = misspecified utility function, m018 steel-manned abstention rebuilt strongest and structurally defeated, m019 adversary vectors with quantified exposure — the ~60-point falsification and the unconsulted-stakeholder list — plus the m067 drift-guard/empirical-check contract) reaches the v5 AI's already-correct repair (4.9) as first-class contract outputs: measured turnout base rates (US 2020 ~= 66.8%, non-compulsory DK/SE ~= 84%), the deleted expressive/duty/social terms evidenced by field experiments (+8 pts social-pressure mailers), the retained free-rider/collective-action core, the small-N flip (N = 20: p*b ~= $50 > c ~= $10), and the valid-yet-false framing (a model can be internally valid and world-false)."
m067-POS-01,Thought Experiment (Gedankenexperiment),POS,4.5,4.8,ai,"vs baseline: the pure baseline's winning moves — build the idealized world (uniform u, constant v, point swimmer), run it symbolically (T_B = 2Lv/(v^2-u^2), T_C = 2L/sqrt(v^2-u^2)), kill the cancellation intuition via reciprocal convexity, extract single-trip blindness, the second-order differential probe, and the Michelson-Morley echo — are now mandatory completion-contract outputs of the routed first-class passes (m031 hypothesis-test-update with u->0/u->v limit probes; m040 leverage point = the convex reciprocal structure whose error flips the whole ranking; m015 composition error: aggregate round-trip time is not leg-wise additive) plus the m067 drift-guard/empirical-check-note line; the v5 non-routed AI already matched the baseline (4.8 vs 4.5) and the routed run holds that, adds the blind-at-first-order-by-construction framing and the Jensen/E[1/x] naming, and P8's closed-scope fast path (fully specified symbolic problem) closes most of the v5 efficiency gap (E 4.0 -> 4.5); the win remains marginal because the human baseline is one clean pass and matches on goal and insight."
m068-NEG-01,Hypothesis-Driven Consulting (MECE),NEG,2.7,4.8,ai,"vs baseline: the pure style's registered weaknesses (tree too rigid, premature pruning) operated exactly as documented — the baseline built the tree from the supplied branches, force-fit the 18pt unexplained residual to the Q3 rebates restatement ('measurement noise'), pruned the renegotiated top-account program as immaterial-to-averages (8% of category revenue), and recommended freight/COGS cost-cutting, attacking the ~1pt explained branch while the verified root cause sat in the packet. The non-routed v5 AI already won via residual-as-completeness-alarm; the v6 routed run made that win structural: the P1 provenance audit flagged the finance note as an interested-party framing and falsified it by construction (a timing restatement nets to ~0 P&L and cannot be a 12-month leak), the residual gate (>10% of the change forces a missing-branch hunt before pruning) fired before the m044 first-class pass concluded, the m011 loop scan surfaced the auto-extension reinforcing loop, and the mandatory m019 adversary pass priced the averages-mask-bimodality and 'actionable-branch' vectors with quantified exposure (18 of 19pts misattributed)."
m068-POS-01,Hypothesis-Driven Consulting (MECE),POS,4.4,4.8,ai,"vs baseline: the pure MECE baseline and the non-routed v5 AI reached the same destination (promos −2.2 / mix −1.6 / freight −1.1 / COGS −0.8 / returns −0.7 / fees −0.6 = −7.0; ranking by impact x controllability x testability; 8-week matched-product promo hold-out as H1), but the baseline opened with the margin identity and built the MECE tree first-pass with mix as its own branch, while the v5 AI rebuilt the tree across two WHY passes and self-corrected a promo x mix double-count (−2.6/−1.2) only because the sum-to-−7.0 check caught it. The v6 routed run executed the identity-first MECE tree as the m068 completion contract in a single first-class pass — no re-walk, no double-count — and added P1 provenance (no anchors; CFO ask is a prior, not evidence), P3 failure branches (hold-out falsified -> freight-first fallback), and two S2 insights the baseline lacks (residual-as-tree-error; promo x mix causal entanglement requiring mix-constant attribution AND measurement)."
m069-NEG-01,80/20 Pareto Analysis,NEG,2.6,4.8,ai,"vs baseline: the pure style computed the split (2% -> 72%, 12% -> 90%, 88% -> 10%) and pounced on the 72% as an action map, dismissing the four verified counters as survivorship and soft currency. The v6 routed run kept the concentration-act module out of the pass set (router: m044, m070, m075; confident=no -> dual-route) and the stakeholder + evidence-ledger passes forced the four verified facts to be ordering authority, so the 72% was read as an output snapshot; the decisive insight — the top 18 has a 39% (7-of-18) tail-origin renewal rate — landed via the pass structure, not the general route's luck."
m069-POS-01,80/20 Pareto Analysis,POS,4.6,4.8,ai,"vs baseline: the baseline executed the pure move in one pass (sort -> exact 20/80 claim -> collapse test -> act-first -> tail monitoring), while the non-routed v5 AI recovered the identical plan but re-walked the cumulative table inside WHY and reached the collapse-test framing late, losing on depth, efficiency and insight. The v6 routed pass made m069 first-class (split from data, 20/80 claim stated exactly, collapse test with coverage + temporal arms) and paired it with the m007 ruin gate (high_stakes), plus a provenance flag: the brief's tail figure (~177, 14%) does not reconcile with the stated counts (217, 17.5%)."
m070-NEG-01,Evidence-Weighted SWOT,NEG,2.6,4.9,ai,"vs baseline: the pure style executed correctly and produced its registered failure — every grade B/C with genuinely unanchored confidence (class-specific swap evidence is n = 1; any B–D grade defensible), a table with no verdict, and an epilogue conceding 'the table cannot carry this decision.' The non-routed v5 AI already swapped instruments (EV restore time, parallel-start); the v6 routed run makes that swap guaranteed: dual-route m018 (steel-manning — forces the case that B is NOT obviously wrong, so the EV must be explicit) + m019 (adversary — quantified ETA/fine vectors, baseline risk), with the m007 ruin screen (full distribution, one-shot check, floor = 4h hospital protocol, probability provenance, decline/restructure = the hybrid) and m003 inversion (guarantee-goal gate) as mandatory outputs. The m070 synthesis context's true-but-irrelevant filter names the hospital line as a trigger binding both options, not a differentiator."
m070-POS-01,Evidence-Weighted SWOT,POS,4.6,4.8,ai,"vs baseline: the baseline executed the pure move flawlessly in one pass (ledger-first, all six grades correct, C/D items dropped, pillars-collapse insight, ranked stack S2 > T1 > O2, residual named), and the non-routed v5 AI recovered the same reversal only by re-deriving the evidence-grading discipline inside WHY — losing on efficiency, depth and insight. The v6 routed pass made evidence-weighting first-class with its completion contract (every item graded with a ledger cite, unsupported dropped, true-but-irrelevant filter), ran the P1 provenance audit on the demand memo (interested-party source — its author benefits from expansion), and the m019 adversary + m003 inversion gates added quantified exposure (Kessler +25% reps / 2 accounts won / <2% incumbent conversion; fuel ≈ 1.3 pts of margin ≈ 14% of EBITDA) and the inverted collapse test — the conclusion (defend + validate; study ≤ $250k = 3% of deferred capex) is unchanged but now gate-guaranteed."
m071-NEG-01,Porter's Five Forces,NEG,3.0,5.0,ai,"vs baseline: the human baseline ran a competent static five-force pass that answered 'is the box industry profitable on average?' with the correct no — the right answer to the wrong question ('can this firm win here?') — and set the firm's own capabilities aside as 'outside this frame'. The routed v6 run ran the static pass honestly first (m070's evidence-graded read named 'no-entry on averages' on the record), then segmented the served market (DTC tail ~40% by count vs the giant-auction segment), rewrote >=2 forces with firm evidence (buyer power down via SDK switching costs with the anchors as the measured sign; rivalry down in the custom segment via the -30% cost edge, 48h turnaround and imitation lag; supplier pass-through absorbed by the cost advantage), dated the advantage (patent/imitation clock, 5-year payback inside it), and made entry pilot-gated. The non-routed v5 run also won this case but by evading the style family; v6 wins while running the routed passes (m044 segmentation, m064 accountability, m070 evidence-grading) — the durable skill. Residual gap: switching-cost durability is untested until the anchor pilot completes."
m071-POS-01,Porter's Five Forces,POS,5.0,4.5,human,"vs baseline: the human baseline decides in one disciplined structural pass (force-by-force evidence, aggregate verdict below the 12% hurdle, idle-line bait rejected, single favorable force shown insufficient with the in-sourcing-as-buyer-power cancellation). The routed v6 run (m044 + m070 first-class, m071 as synthesis spine) reached the same verdict with the favorable-datum cancellation and the idle-line anchor kill now first-class outputs (v5's near-B single-datum wedge and REVIEW recovery are gone: P1 provenance kills the ops-team 'marginal cost' framing at WHY, m070 grades 'no close substitutes' as cancelled relief, and P3 prices the entry-anyway branch), but the five-force enumeration still arrives diluted through SWOT items and synthesis context because the router placed m071 third (context), not top-2 — the pure structural enumeration, the module's defining discipline, never ran as its own first-class pass. Residual shared gap: auction-clearing margins are unmeasured; the verdict band is +/-2-3 pts around the hurdle."
m072-NEG-01,Value Chain Analysis,NEG,3.3,4.8,ai,"vs baseline: the human baseline's pure chain decomposition was descriptively flawless (23.7%/21.1%/44.7%; bundle ≈ $0.9M/yr) but treated the chain boundary as fixed: the retailer's 21.1% share was a 'structural given', the acquisition 'outside our chain → monitor', and the closing 6-month window (60% rival-closure) never entered the decision. The routed dual-route (m011 systems scan + m044 stakeholder + m020 ranked pre-mortem + m019 adversary + tempo mode) classified the share as a transferable rent on a bypassable link, priced each actor's moves — including that renegotiation (c) gives back shelf and strengthens the private-label loop — scenario'd the rival probability (40/60/80), and committed the $12M bid at DO."
